id;pesid;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;sem_estado_fisico
652468;1467634;Condutor;Lesões Leves;29;Masculino;0;1;0;0;0
652468;1467635;Passageiro;Lesões Leves;28;Feminino;0;1;0;0;0
652468;1467636;Condutor;;;;0;0;0;0;1
652468;1467637;Testemunha;;;;0;0;0;0;1
652469;1467627;Condutor;Ileso;26;Masculino;1;0;0;0;0
652469;1467628;Passageiro;Lesões Leves;24;Feminino;0;1;0;0;0
652470;1467668;Condutor;Ileso;23;Masculino;1;0;0;0;0
652470;1467669;Passageiro;Ileso;20;Feminino;1;0;0;0;0
652470;1467670;Condutor;Ileso;60;Masculino;1;0;0;0;0
652470;1467671;Passageiro;Lesões Graves;57;Feminino;0;0;1;0;0
652470;1467672;Passageiro;Ileso;8;Feminino;1;0;0;0;0
652471;1467729;Condutor;Ileso;54;Masculino;1;0;0;0;0
652473;1467641;Condutor;Ileso;26;Masculino;1;0;0;0;0
652473;1467643;Condutor;Ileso;52;Feminino;1;0;0;0;0
652473;1467644;Passageiro;Ileso;60;Masculino;1;0;0;0;0
652474;1467630;Condutor;Ileso;25;Masculino;1;0;0;0;0
652474;1467631;Passageiro;Lesões Leves;18;Feminino;0;1;0;0;0
652474;1469333;Passageiro;Lesões Leves;20;Feminino;0;1;0;0;0
652475;1467648;Condutor;Lesões Leves;27;Masculino;0;1;0;0;0
652476;1467632;Condutor;Lesões Leves;27;Masculino;0;1;0;0;0
652476;1467633;Passageiro;Lesões Leves;31;Masculino;0;1;0;0;0
652477;1467649;Condutor;Óbito;29;Masculino;0;0;0;1;0
652477;1469493;Passageiro;Ileso;19;Feminino;1;0;0;0;0
652477;1469510;Passageiro;Lesões Leves;2;Feminino;0;1;0;0;0
652477;1469511;Testemunha;;;;0;0;0;0;1
652477;1469512;Testemunha;;;;0;0;0;0;1
652478;1467647;Condutor;Ileso;21;Masculino;1;0;0;0;0
652479;1467775;Condutor;;;;0;0;0;0;1
652479;1468236;Condutor;Ileso;49;Masculino;1;0;0;0;0
652480;1467698;Condutor;;;;0;0;0;0;1
652481;1467659;Condutor;Ileso;22;Masculino;1;0;0;0;0
652481;1467660;Pedestre;Lesões Graves;17;Masculino;0;0;1;0;0
652481;1467661;Testemunha;;;;0;0;0;0;1
652482;1467725;Condutor;Ileso;30;Masculino;1;0;0;0;0
652482;1467726;Condutor;Lesões Graves;24;Masculino;0;0;1;0;0
652482;1467727;Passageiro;Lesões Graves;29;Feminino;0;0;1;0;0
652482;1467728;Condutor;Lesões Leves;32;Masculino;0;1;0;0;0
652483;1467732;Condutor;Lesões Graves;41;Masculino;0;0;1;0;0
652484;1467652;Condutor;Ileso;56;Masculino;1;0;0;0;0
652484;1467653;Condutor;Lesões Leves;23;Masculino;0;1;0;0;0
652484;1467654;Passageiro;Lesões Graves;22;Feminino;0;0;1;0;0
652485;1467656;Condutor;Lesões Graves;23;Masculino;0;0;1;0;0
652485;1467657;Condutor;;;;0;0;0;0;1
652486;1467655;Condutor;;;;0;0;0;0;1
652487;1467665;Condutor;;;;0;0;0;0;1
652489;1467673;Condutor;Ileso;27;Masculino;1;0;0;0;0
652489;1467675;Passageiro;Lesões Leves;23;Masculino;0;1;0;0;0
652489;1467678;Passageiro;Ileso;30;Masculino;1;0;0;0;0
652489;1467679;Passageiro;Ileso;22;Feminino;1;0;0;0;0
652489;1467682;Passageiro;Ileso;17;Feminino;1;0;0;0;0
652490;1467667;Condutor;;;;0;0;0;0;1
652491;1467716;Condutor;Lesões Leves;51;Masculino;0;1;0;0;0
652491;1467719;Condutor;Ileso;26;Masculino;1;0;0;0;0
652492;1467674;Condutor;;;;0;0;0;0;1
652492;1467676;Passageiro;;;;0;0;0;0;1
652493;1467686;Condutor;;;;0;0;0;0;1
652493;1467687;Condutor;Lesões Leves;57;Masculino;0;1;0;0;0
652494;1467700;Condutor;Lesões Leves;44;Masculino;0;1;0;0;0
652494;1467701;Passageiro;Ileso;37;Feminino;1;0;0;0;0
652495;1467681;Condutor;Ileso;29;Masculino;1;0;0;0;0
652496;1467724;Condutor;Ileso;59;Masculino;1;0;0;0;0
652497;1469442;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
652500;1467748;Condutor;;;;0;0;0;0;1
652500;1467749;Condutor;Ileso;28;Feminino;1;0;0;0;0
652501;1467685;Condutor;Lesões Leves;29;Masculino;0;1;0;0;0
652502;1467693;Condutor;Lesões Leves;20;Masculino;0;1;0;0;0
652502;1469233;Condutor;Ileso;65;Masculino;1;0;0;0;0
652504;1467720;Condutor;Lesões Leves;26;Masculino;0;1;0;0;0
652504;1467722;Passageiro;Lesões Leves;24;Feminino;0;1;0;0;0
652506;1467735;Condutor;;;;0;0;0;0;1
652506;1467736;Passageiro;;;;0;0;0;0;1
652508;1467699;Condutor;Lesões Leves;22;Masculino;0;1;0;0;0
652509;1467730;Condutor;Lesões Graves;42;Masculino;0;0;1;0;0
652509;1467731;Condutor;Lesões Graves;34;Masculino;0;0;1;0;0
652510;1467750;Condutor;Lesões Graves;39;Masculino;0;0;1;0;0
652513;1467711;Condutor;Ileso;37;Masculino;1;0;0;0;0
652513;1467712;Passageiro;Ileso;27;Feminino;1;0;0;0;0
652515;1467760;Condutor;Ileso;49;Masculino;1;0;0;0;0
652515;1468277;Passageiro;Ileso;26;Feminino;1;0;0;0;0
652516;1467794;Condutor;Ileso;36;Masculino;1;0;0;0;0
652516;1467795;Condutor;Ileso;22;Masculino;1;0;0;0;0
652516;1467796;Passageiro;Ileso;21;Feminino;1;0;0;0;0
652516;1467797;Passageiro;Ileso;26;Masculino;1;0;0;0;0
652517;1467721;Condutor;Lesões Graves;68;Masculino;0;0;1;0;0
652517;1467723;Condutor;;;;0;0;0;0;1
652518;1467741;Condutor;;;;0;0;0;0;1
652518;1467745;Pedestre;Lesões Leves;47;Masculino;0;1;0;0;0
652519;1467829;Condutor;Lesões Leves;44;Masculino;0;1;0;0;0
652519;1467832;Passageiro;Óbito;31;Masculino;0;0;0;1;0
652519;1467833;Condutor;Ileso;31;Masculino;1;0;0;0;0
652519;1470998;Testemunha;;;;0;0;0;0;1
652519;1478721;Condutor;;;;0;0;0;0;1
652520;1468172;Condutor;Ileso;41;Masculino;1;0;0;0;0
652520;1468173;Condutor;Ileso;30;Masculino;1;0;0;0;0
652521;1467734;Condutor;;;;0;0;0;0;1
652522;1468035;Condutor;Ileso;58;Masculino;1;0;0;0;0
652522;1468036;Passageiro;Lesões Leves;53;Feminino;0;1;0;0;0
652522;1468042;Condutor;Ileso;60;Masculino;1;0;0;0;0
652522;1468043;Passageiro;Lesões Leves;25;Masculino;0;1;0;0;0
652522;1468044;Passageiro;Lesões Leves;18;Feminino;0;1;0;0;0
652523;1467771;Condutor;Lesões Leves;26;Masculino;0;1;0;0;0
652524;1467963;Condutor;Lesões Graves;27;Masculino;0;0;1;0;0
652524;1467964;Passageiro;Lesões Graves;26;Feminino;0;0;1;0;0
652524;1467966;Passageiro;Lesões Graves;32;Masculino;0;0;1;0;0
652524;1467967;Passageiro;Lesões Graves;1;Masculino;0;0;1;0;0
652526;1467746;Condutor;Ileso;27;Masculino;1;0;0;0;0
652526;1467747;Condutor;Ileso;43;Masculino;1;0;0;0;0
652527;1467762;Condutor;Ileso;23;Masculino;1;0;0;0;0
652529;1467834;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
652529;1467835;Condutor;Ileso;32;Masculino;1;0;0;0;0
652530;1467776;Condutor;Lesões Leves;46;Masculino;0;1;0;0;0
652530;1467777;Passageiro;Lesões Graves;41;Feminino;0;0;1;0;0
652531;1467751;Condutor;Lesões Graves;32;Masculino;0;0;1;0;0
652531;1467752;Passageiro;Lesões Graves;45;Feminino;0;0;1;0;0
652532;1467789;Condutor;;;;0;0;0;0;1
652533;1467754;Condutor;Ileso;45;Masculino;1;0;0;0;0
652533;1467755;Condutor;Ileso;21;Masculino;1;0;0;0;0
652533;1467758;Passageiro;Ileso;6;Feminino;1;0;0;0;0
652533;1467759;Passageiro;Ileso;39;Feminino;1;0;0;0;0
652534;1467756;Condutor;Lesões Leves;29;Masculino;0;1;0;0;0
652534;1467757;Passageiro;Lesões Leves;29;Feminino;0;1;0;0;0
652536;1468005;Condutor;Lesões Leves;58;Masculino;0;1;0;0;0
652536;1468006;Condutor;Ileso;81;Masculino;1;0;0;0;0
652536;1468070;Condutor;Lesões Graves;72;Masculino;0;0;1;0;0
652537;1467766;Condutor;Ileso;65;Masculino;1;0;0;0;0
652537;1467767;Passageiro;Ileso;34;Masculino;1;0;0;0;0
652537;1467768;Passageiro;Ileso;32;Feminino;1;0;0;0;0
652537;1467769;Passageiro;Lesões Leves;3;Feminino;0;1;0;0;0
652537;1467770;Passageiro;Ileso;65;Feminino;1;0;0;0;0
652538;1467790;Pedestre;Óbito;32;Masculino;0;0;0;1;0
652538;1470031;Condutor;;;;0;0;0;0;1
652539;1468000;Condutor;Ileso;60;Feminino;1;0;0;0;0
652539;1468001;Passageiro;Lesões Leves;61;Masculino;0;1;0;0;0
652540;1467785;Condutor;Lesões Graves;36;Masculino;0;0;1;0;0
652540;1467786;Passageiro;Lesões Graves;32;Masculino;0;0;1;0;0
652540;1467787;Passageiro;Lesões Graves;33;Masculino;0;0;1;0;0
652541;1467868;Passageiro;Óbito;5;Masculino;0;0;0;1;0
652541;1467870;Condutor;Lesões Graves;44;Masculino;0;0;1;0;0
652541;1468309;Condutor;Ileso;30;Masculino;1;0;0;0;0
652541;1469968;Passageiro;Lesões Leves;20;Masculino;0;1;0;0;0
652542;1467801;Condutor;Ileso;32;Feminino;1;0;0;0;0
652542;1467803;Passageiro;Ileso;54;Feminino;1;0;0;0;0
652542;1467804;Passageiro;Ileso;55;Masculino;1;0;0;0;0
652542;1467805;Condutor;Lesões Graves;29;Masculino;0;0;1;0;0
652543;1467783;Condutor;Ileso;54;Masculino;1;0;0;0;0
652543;1467784;Condutor;Lesões Graves;23;Masculino;0;0;1;0;0
652544;1467844;Passageiro;Lesões Leves;46;Feminino;0;1;0;0;0
652544;1467846;Passageiro;Ileso;14;Masculino;1;0;0;0;0
652544;1467847;Passageiro;Ileso;9;Feminino;1;0;0;0;0
652544;1467849;Condutor;Ileso;40;Masculino;1;0;0;0;0
652544;1467850;Condutor;Ileso;43;Masculino;1;0;0;0;0
652547;1467810;Condutor;Lesões Leves;75;Masculino;0;1;0;0;0
652547;1467811;Condutor;Ileso;47;Masculino;1;0;0;0;0
652547;1467812;Passageiro;Lesões Leves;75;Feminino;0;1;0;0;0
652548;1467808;Condutor;Lesões Graves;;Masculino;0;0;1;0;0
652548;1467809;Condutor;Ileso;48;Masculino;1;0;0;0;0
652548;1470394;Passageiro;Ileso;6;Feminino;1;0;0;0;0
652548;1470657;Passageiro;Ileso;42;Feminino;1;0;0;0;0
652549;1467791;Condutor;Ileso;55;Masculino;1;0;0;0;0
652549;1467792;Condutor;Lesões Graves;28;Masculino;0;0;1;0;0
652549;1467793;Passageiro;Lesões Leves;22;Feminino;0;1;0;0;0
652549;1468282;Testemunha;;;;0;0;0;0;1
652550;1467908;Condutor;Ileso;81;Masculino;1;0;0;0;0
652550;1467909;Condutor;Lesões Graves;29;Masculino;0;0;1;0;0
652551;1467848;Condutor;Ileso;26;Masculino;1;0;0;0;0
652551;1467851;Condutor;Lesões Graves;26;Masculino;0;0;1;0;0
652551;1467856;Passageiro;Lesões Leves;39;Feminino;0;1;0;0;0
652552;1467814;Condutor;Ileso;72;Masculino;1;0;0;0;0
652552;1467816;Condutor;Ileso;49;Masculino;1;0;0;0;0
652554;1467799;Condutor;Ileso;69;Masculino;1;0;0;0;0
652554;1467800;Condutor;Lesões Leves;74;Masculino;0;1;0;0;0
652555;1467813;Condutor;Ileso;32;Masculino;1;0;0;0;0
652555;1467819;Passageiro;Lesões Leves;46;Masculino;0;1;0;0;0
652557;1467914;Condutor;Ileso;33;Feminino;1;0;0;0;0
652557;1467922;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;0
652558;1467842;Condutor;Lesões Leves;51;Masculino;0;1;0;0;0
652559;1467815;Condutor;Ileso;53;Feminino;1;0;0;0;0
652559;1467903;Passageiro;Lesões Graves;13;Feminino;0;0;1;0;0
652560;1467852;Condutor;Ileso;26;Masculino;1;0;0;0;0
652560;1467853;Condutor;Lesões Graves;21;Masculino;0;0;1;0;0
652561;1467838;Condutor;Ileso;58;Masculino;1;0;0;0;0
652561;1467839;Passageiro;Ileso;52;Feminino;1;0;0;0;0
652561;1467840;Passageiro;Ileso;21;Feminino;1;0;0;0;0
652562;1467828;Condutor;Óbito;24;Masculino;0;0;0;1;0
652562;1467830;Condutor;Ileso;67;Masculino;1;0;0;0;0
652562;1469889;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;0
652562;1469891;Testemunha;;;;0;0;0;0;1
652563;1468018;Condutor;Lesões Leves;50;Masculino;0;1;0;0;0
652564;1467858;Condutor;Ileso;39;Masculino;1;0;0;0;0
652564;1467859;Passageiro;Lesões Leves;34;Feminino;0;1;0;0;0
652564;1467860;Passageiro;Ileso;5;Feminino;1;0;0;0;0
652564;1467863;Passageiro;Ileso;16;Feminino;1;0;0;0;0
652565;1467862;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
652565;1467864;Passageiro;Lesões Leves;19;Masculino;0;1;0;0;0
652565;1467865;Passageiro;Lesões Graves;18;Feminino;0;0;1;0;0
652565;1467867;Passageiro;Lesões Leves;20;Feminino;0;1;0;0;0
652566;1471363;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
652567;1468075;Condutor;Lesões Graves;30;Masculino;0;0;1;0;0
652567;1468076;Condutor;Ileso;26;Masculino;1;0;0;0;0
652568;1467861;Condutor;Lesões Graves;37;Masculino;0;0;1;0;0
652568;1467968;Condutor;;;;0;0;0;0;1
652569;1468009;Condutor;Ileso;60;Feminino;1;0;0;0;0
652569;1468012;Condutor;Óbito;38;Masculino;0;0;0;1;0
652569;1469907;Condutor;Óbito;36;Masculino;0;0;0;1;0
652570;1467827;Condutor;Ileso;65;Masculino;1;0;0;0;0
652570;1467831;Passageiro;Lesões Leves;44;Feminino;0;1;0;0;0
652571;1467824;Condutor;Ileso;49;Masculino;1;0;0;0;0
652573;1468136;Condutor;Lesões Leves;36;Masculino;0;1;0;0;0
652575;1467857;Condutor;Ileso;57;Masculino;1;0;0;0;0
652575;1467893;Passageiro;Lesões Leves;20;Feminino;0;1;0;0;0
652575;1467896;Passageiro;Lesões Leves;53;Feminino;0;1;0;0;0
652575;1467897;Condutor;Ileso;44;Masculino;1;0;0;0;0
652575;1467899;Passageiro;Lesões Leves;39;Feminino;0;1;0;0;0
652576;1467841;Condutor;Lesões Leves;63;Masculino;0;1;0;0;0
652578;1467889;Condutor;Lesões Leves;31;Masculino;0;1;0;0;0
652579;1467845;Condutor;Lesões Graves;26;Masculino;0;0;1;0;0
652580;1467935;Condutor;Lesões Graves;54;Masculino;0;0;1;0;0
652580;1467936;Testemunha;;;;0;0;0;0;1
652580;1467937;Condutor;Ileso;87;Masculino;1;0;0;0;0
652581;1467854;Condutor;Lesões Leves;45;Masculino;0;1;0;0;0
652581;1467855;Condutor;Ileso;49;Masculino;1;0;0;0;0
652582;1467891;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
652582;1467892;Passageiro;Lesões Leves;30;Feminino;0;1;0;0;0
652583;1467894;Condutor;Lesões Leves;48;Masculino;0;1;0;0;0
652583;1467895;Passageiro;Lesões Graves;35;Masculino;0;0;1;0;0
652584;1468167;Condutor;Lesões Leves;24;Masculino;0;1;0;0;0
652584;1468168;Passageiro;Lesões Graves;32;Masculino;0;0;1;0;0
652584;1468170;Passageiro;Lesões Leves;24;Feminino;0;1;0;0;0
652585;1467915;Condutor;Ileso;41;Feminino;1;0;0;0;0
652585;1467916;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
652585;1467917;Condutor;Ileso;25;Masculino;1;0;0;0;0
652585;1467921;Condutor;Ileso;43;Masculino;1;0;0;0;0
652585;1469995;Passageiro;Lesões Leves;18;Feminino;0;1;0;0;0
652585;1469998;Condutor;;;;0;0;0;0;1
652588;1468030;Condutor;Ileso;48;Feminino;1;0;0;0;0
652588;1468031;Pedestre;Óbito;;Masculino;0;0;0;1;0
652589;1467882;Condutor;Lesões Leves;34;Masculino;0;1;0;0;0
652589;1467883;Passageiro;Lesões Leves;33;Feminino;0;1;0;0;0
652589;1467884;Pedestre;Lesões Graves;39;Masculino;0;0;1;0;0
652590;1468024;Condutor;;;;0;0;0;0;1
652592;1467911;Condutor;Ileso;35;Masculino;1;0;0;0;0
652592;1467912;Condutor;Lesões Leves;38;Masculino;0;1;0;0;0
652593;1467885;Condutor;Lesões Graves;67;Masculino;0;0;1;0;0
652594;1467952;Condutor;Ileso;59;Masculino;1;0;0;0;0
652594;1469878;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
652594;1469881;Passageiro;Lesões Leves;22;Feminino;0;1;0;0;0
652595;1467879;Testemunha;;;;0;0;0;0;1
652595;1468099;Condutor;Ileso;20;Masculino;1;0;0;0;0
652596;1467958;Condutor;Lesões Leves;61;Masculino;0;1;0;0;0
652596;1469894;Condutor;;;;0;0;0;0;1
652597;1467972;Condutor;Ileso;55;Masculino;1;0;0;0;0
652597;1467975;Passageiro;Lesões Leves;52;Feminino;0;1;0;0;0
652598;1467923;Condutor;Ileso;21;Masculino;1;0;0;0;0
652598;1467926;Condutor;Lesões Leves;39;Feminino;0;1;0;0;0
652599;1468118;Condutor;Ileso;39;Masculino;1;0;0;0;0
652599;1468119;Condutor;Lesões Graves;21;Masculino;0;0;1;0;0
652601;1467938;Condutor;Ileso;39;Masculino;1;0;0;0;0
652601;1467939;Passageiro;Lesões Leves;11;Feminino;0;1;0;0;0
652602;1467888;Condutor;Ileso;26;Masculino;1;0;0;0;0
652602;1467997;Passageiro;Ileso;;Feminino;1;0;0;0;0
652605;1467904;Condutor;;;;0;0;0;0;1
652605;1467905;Condutor;Ileso;72;Masculino;1;0;0;0;0
652606;1467973;Condutor;Lesões Leves;61;Masculino;0;1;0;0;0
652606;1467974;Passageiro;Lesões Leves;59;Feminino;0;1;0;0;0
652607;1467902;Condutor;;;;0;0;0;0;1
652608;1467991;Condutor;Ileso;50;Masculino;1;0;0;0;0
652608;1467993;Passageiro;Ileso;46;Feminino;1;0;0;0;0
652608;1467994;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
652608;1467995;Passageiro;Ileso;25;Feminino;1;0;0;0;0
652608;1468002;Passageiro;Lesões Leves;58;Feminino;0;1;0;0;0
652609;1467925;Condutor;Ileso;23;Feminino;1;0;0;0;0
652609;1467927;Condutor;Ileso;34;Masculino;1;0;0;0;0
652609;1467928;Condutor;Ileso;40;Masculino;1;0;0;0;0
652609;1467929;Condutor;;;;0;0;0;0;1
652609;1468157;Passageiro;Lesões Leves;59;Feminino;0;1;0;0;0
652610;1467959;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
652610;1467960;Condutor;Ileso;35;Feminino;1;0;0;0;0
652610;1467961;Passageiro;Lesões Leves;45;Feminino;0;1;0;0;0
652610;1467977;Condutor;;;;0;0;0;0;1
652611;1467940;Condutor;Ileso;65;Masculino;1;0;0;0;0
652611;1467942;Passageiro;Ileso;62;Feminino;1;0;0;0;0
652611;1467943;Passageiro;Lesões Leves;46;Feminino;0;1;0;0;0
652611;1467944;Passageiro;Lesões Leves;10;Feminino;0;1;0;0;0
652611;1467945;Condutor;Ileso;28;Masculino;1;0;0;0;0
652611;1467946;Passageiro;Ileso;24;Feminino;1;0;0;0;0
652611;1467947;Passageiro;Ileso;7;Feminino;1;0;0;0;0
652612;1467948;Condutor;Ileso;38;Feminino;1;0;0;0;0
652612;1467949;Passageiro;Lesões Leves;60;Feminino;0;1;0;0;0
652612;1467950;Passageiro;Ileso;38;Feminino;1;0;0;0;0
652612;1467951;Passageiro;Ileso;34;Feminino;1;0;0;0;0
652612;1468029;Passageiro;Ileso;36;Feminino;1;0;0;0;0
652613;1467930;Condutor;Ileso;44;Masculino;1;0;0;0;0
652613;1467931;Condutor;Lesões Leves;23;Masculino;0;1;0;0;0
652614;1467906;Condutor;Ileso;36;Feminino;1;0;0;0;0
652614;1467907;Condutor;Lesões Leves;18;Masculino;0;1;0;0;0
652614;1467941;Passageiro;Lesões Graves;12;Masculino;0;0;1;0;0
652615;1467956;Condutor;;;;0;0;0;0;1
652615;1467957;Passageiro;;;;0;0;0;0;1
652616;1467954;Condutor;Lesões Leves;45;Masculino;0;1;0;0;0
652616;1468007;Condutor;Ileso;29;Masculino;1;0;0;0;0
652616;1468008;Passageiro;Lesões Leves;34;Feminino;0;1;0;0;0
652617;1468112;Condutor;Ileso;78;Masculino;1;0;0;0;0
652617;1468116;Condutor;Lesões Leves;53;Masculino;0;1;0;0;0
652620;1467955;Condutor;Lesões Graves;36;Masculino;0;0;1;0;0
652620;1468023;Condutor;;;;0;0;0;0;1
652621;1467932;Condutor;Ileso;51;Masculino;1;0;0;0;0
652621;1467933;Condutor;Ileso;51;Masculino;1;0;0;0;0
652622;1467992;Condutor;Lesões Leves;20;Feminino;0;1;0;0;0
652622;1468014;Passageiro;Lesões Leves;19;Masculino;0;1;0;0;0
652623;1467953;Condutor;Lesões Leves;44;Masculino;0;1;0;0;0
652624;1468048;Condutor;Lesões Leves;47;Feminino;0;1;0;0;0
652624;1468050;Passageiro;Lesões Leves;50;Masculino;0;1;0;0;0
652624;1468051;Passageiro;Ileso;59;Masculino;1;0;0;0;0
652624;1468052;Passageiro;Lesões Graves;69;Feminino;0;0;1;0;0
652624;1468053;Passageiro;Lesões Leves;46;Feminino;0;1;0;0;0
652625;1467996;Condutor;Óbito;44;Masculino;0;0;0;1;0
652626;1468065;Condutor;Lesões Graves;40;Masculino;0;0;1;0;0
652626;1468066;Condutor;Ileso;26;Masculino;1;0;0;0;0
652627;1468021;Condutor;Ileso;28;Masculino;1;0;0;0;0
652627;1468022;Condutor;Ileso;33;Masculino;1;0;0;0;0
652627;1468450;Passageiro;Ileso;30;Feminino;1;0;0;0;0
652627;1468456;Passageiro;Lesões Leves;33;Feminino;0;1;0;0;0
652627;1468457;Passageiro;Lesões Leves;17;Masculino;0;1;0;0;0
652627;1468460;Passageiro;Lesões Leves;53;Feminino;0;1;0;0;0
652627;1468521;Passageiro;Ileso;5;Masculino;1;0;0;0;0
652629;1467969;Condutor;Lesões Leves;39;Masculino;0;1;0;0;0
652629;1467971;Passageiro;Lesões Leves;33;Feminino;0;1;0;0;0
652630;1468058;Condutor;Lesões Leves;42;Masculino;0;1;0;0;0
652630;1468061;Pedestre;Lesões Leves;80;Feminino;0;1;0;0;0
652633;1467998;Condutor;Ileso;32;Feminino;1;0;0;0;0
652633;1467999;Condutor;;;;0;0;0;0;1
652634;1468063;Condutor;;;;0;0;0;0;1
652634;1468067;Pedestre;Lesões Graves;61;Masculino;0;0;1;0;0
652635;1468120;Passageiro;Ileso;50;Masculino;1;0;0;0;0
652635;1468121;Passageiro;Ileso;48;Masculino;1;0;0;0;0
652635;1468122;Condutor;Óbito;46;Masculino;0;0;0;1;0
652635;1468123;Passageiro;Ileso;39;Masculino;1;0;0;0;0
652635;1469920;Condutor;;;;0;0;0;0;1
652635;1469921;Condutor;;;;0;0;0;0;1
652636;1468026;Condutor;Lesões Leves;22;Masculino;0;1;0;0;0
652636;1470097;Passageiro;Lesões Leves;;Feminino;0;1;0;0;0
652637;1467981;Passageiro;Lesões Graves;18;Masculino;0;0;1;0;0
652637;1467982;Condutor;Ileso;19;Masculino;1;0;0;0;0
652638;1467983;Condutor;Ileso;31;Feminino;1;0;0;0;0
652639;1468143;Condutor;Ileso;50;Masculino;1;0;0;0;0
652639;1471291;Condutor;Ileso;26;Feminino;1;0;0;0;0
652639;1471293;Condutor;Ileso;68;Masculino;1;0;0;0;0
652640;1467989;Condutor;Lesões Leves;27;Masculino;0;1;0;0;0
652640;1468034;Passageiro;Lesões Leves;35;Feminino;0;1;0;0;0
652641;1468154;Condutor;Lesões Leves;40;Masculino;0;1;0;0;0
652642;1468084;Condutor;Ileso;34;Masculino;1;0;0;0;0
652642;1468089;Passageiro;Ileso;17;Masculino;1;0;0;0;0
652642;1468090;Passageiro;Lesões Leves;13;Masculino;0;1;0;0;0
652642;1468091;Passageiro;Lesões Leves;39;Feminino;0;1;0;0;0
652642;1468094;Passageiro;Lesões Leves;6;Masculino;0;1;0;0;0
652642;1468097;Passageiro;Lesões Leves;49;Feminino;0;1;0;0;0
652642;1468098;Passageiro;Lesões Leves;15;Feminino;0;1;0;0;0
652643;1468186;Condutor;Ileso;31;Masculino;1;0;0;0;0
652643;1468187;Condutor;Lesões Leves;57;Masculino;0;1;0;0;0
652643;1468189;Condutor;Ileso;30;Feminino;1;0;0;0;0
652643;1470380;Passageiro;Lesões Leves;29;Feminino;0;1;0;0;0
652644;1468027;Condutor;Ileso;31;Masculino;1;0;0;0;0
652644;1468028;Condutor;Ileso;46;Masculino;1;0;0;0;0
652645;1468177;Pedestre;Óbito;;Masculino;0;0;0;1;0
652645;1468178;Condutor;Lesões Graves;30;Masculino;0;0;1;0;0
652647;1468062;Condutor;Lesões Leves;37;Masculino;0;1;0;0;0
652648;1468100;Condutor;Ileso;61;Masculino;1;0;0;0;0
652648;1468101;Passageiro;Ileso;57;Masculino;1;0;0;0;0
652649;1468206;Condutor;Ileso;51;Masculino;1;0;0;0;0
652649;1468208;Condutor;Lesões Leves;26;Masculino;0;1;0;0;0
652650;1468056;Condutor;Lesões Leves;19;Masculino;0;1;0;0;0
652650;1468102;Condutor;Ileso;20;Masculino;1;0;0;0;0
652651;1468072;Condutor;Lesões Leves;33;Masculino;0;1;0;0;0
652652;1468038;Condutor;Ileso;59;Masculino;1;0;0;0;0
652652;1468069;Condutor;Óbito;41;Feminino;0;0;0;1;0
652652;1468071;Passageiro;Óbito;47;Feminino;0;0;0;1;0
652653;1468200;Condutor;Lesões Leves;30;Feminino;0;1;0;0;0
652655;1468040;Condutor;Ileso;30;Masculino;1;0;0;0;0
652655;1468041;Condutor;Ileso;36;Masculino;1;0;0;0;0
652656;1468147;Condutor;;;;0;0;0;0;1
652656;1468155;Condutor;Ileso;59;Masculino;1;0;0;0;0
652657;1468057;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
652657;1468059;Passageiro;Lesões Leves;24;Feminino;0;1;0;0;0
652658;1468032;Condutor;Ileso;30;Masculino;1;0;0;0;0
652658;1468033;Condutor;Lesões Leves;24;Feminino;0;1;0;0;0
652659;1468092;Condutor;Ileso;45;Masculino;1;0;0;0;0
652659;1468093;Passageiro;Ileso;30;Feminino;1;0;0;0;0
652659;1468095;Condutor;Lesões Leves;22;Masculino;0;1;0;0;0
652659;1468096;Passageiro;Lesões Leves;23;Masculino;0;1;0;0;0
652660;1468037;Condutor;;;;0;0;0;0;1
652660;1468039;Pedestre;Lesões Graves;41;Masculino;0;0;1;0;0
652661;1468045;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
652662;1468110;Condutor;Ileso;21;Feminino;1;0;0;0;0
652663;1468124;Condutor;Ileso;42;Masculino;1;0;0;0;0
652663;1468385;Passageiro;Ileso;39;Feminino;1;0;0;0;0
652663;1468386;Passageiro;Ileso;64;Feminino;1;0;0;0;0
652663;1468391;Condutor;Ileso;24;Masculino;1;0;0;0;0
652663;1468392;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;0
652663;1468393;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
652664;1468046;Pedestre;Lesões Graves;42;Masculino;0;0;1;0;0
652664;1468047;Pedestre;Ileso;52;Feminino;1;0;0;0;0
652664;1470195;Condutor;;;;0;0;0;0;1
