coluna;valor;frequencia;pct
tracado_via;"Retorno Regulamentado;Curva;Aclive";9;0.0015
tracado_via;"Interseção de Vias;Rotatória;Em Obras";9;0.0015
tracado_via;"Rotatória;Aclive;Reta";9;0.0015
tracado_via;"Declive;Reta;Desvio Temporário";9;0.0015
tracado_via;"Reta;Declive;Retorno Regulamentado;Interseção de Vias";8;0.0014
tracado_via;"Desvio Temporário;Reta;Retorno Regulamentado";8;0.0014
tracado_via;"Interseção de Vias;Rotatória;Retorno Regulamentado;Curva";8;0.0014
tracado_via;"Curva;Aclive;Retorno Regulamentado";8;0.0014
tracado_via;"Desvio Temporário;Aclive;Curva;Em Obras";8;0.0014
tracado_via;"Interseção de Vias;Desvio Temporário;Em Obras;Reta";8;0.0014
tracado_via;"Rotatória;Desvio Temporário;Em Obras";8;0.0014
tracado_via;"Reta;Retorno Regulamentado;Rotatória;Interseção de Vias";8;0.0014
tracado_via;"Em Obras;Retorno Regulamentado;Curva";8;0.0014
tracado_via;"Reta;Declive;Em Obras;Desvio Temporário";8;0.0014
tracado_via;"Reta;Aclive;Interseção de Vias;Rotatória";8;0.0014
tracado_via;"Reta;Desvio Temporário;Declive";8;0.0014
tracado_via;"Aclive;Curva;Rotatória";8;0.0014
tracado_via;"Curva;Rotatória;Interseção de Vias;Declive";8;0.0014
tracado_via;"Curva;Viaduto;Declive;Interseção de Vias";8;0.0014
tracado_via;"Interseção de Vias;Reta;Ponte";8;0.0014
tracado_via;"Curva;Ponte;Declive";8;0.0014
tracado_via;"Curva;Viaduto;Retorno Regulamentado";8;0.0014
tracado_via;"Reta;Aclive;Desvio Temporário;Em Obras";8;0.0014
tracado_via;"Reta;Interseção de Vias;Rotatória;Viaduto";8;0.0014
tracado_via;"Rotatória;Retorno Regulamentado;Curva";8;0.0014
tracado_via;"Viaduto;Declive;Rotatória";8;0.0014
tracado_via;"Interseção de Vias;Retorno Regulamentado;Declive;Curva";8;0.0014
tracado_via;"Interseção de Vias;Viaduto;Rotatória;Ponte";8;0.0014
tracado_via;"Curva;Viaduto;Aclive";7;0.0012
tracado_via;"Desvio Temporário;Em Obras;Declive";7;0.0012
tracado_via;"Retorno Regulamentado;Interseção de Vias;Em Obras;Reta";7;0.0012
tracado_via;"Viaduto;Rotatória;Interseção de Vias";6;0.001
tracado_via;"Viaduto;Curva;Retorno Regulamentado";6;0.001
tracado_via;"Viaduto;Retorno Regulamentado;Reta";6;0.001
tracado_via;"Em Obras;Curva;Interseção de Vias";6;0.001
tracado_via;"Rotatória;Reta;Retorno Regulamentado;Declive";6;0.001
tracado_via;"Declive;Viaduto;Interseção de Vias;Reta";6;0.001
tracado_via;"Interseção de Vias;Curva;Desvio Temporário;Em Obras";6;0.001
tracado_via;"Em Obras;Desvio Temporário;Aclive";6;0.001
tracado_via;"Curva;Aclive;Em Obras";6;0.001
tracado_via;"Interseção de Vias;Aclive;Reta;Rotatória";6;0.001
tracado_via;"Reta;Em Obras;Desvio Temporário;Interseção de Vias";6;0.001
tracado_via;"Reta;Viaduto;Em Obras";6;0.001
tracado_via;"Interseção de Vias;Aclive;Em Obras;Reta";6;0.001
tracado_via;"Retorno Regulamentado;Interseção de Vias;Viaduto";6;0.001
tracado_via;"Retorno Regulamentado;Interseção de Vias;Viaduto;Reta";6;0.001
tracado_via;"Em Obras;Declive;Reta;Rotatória";6;0.001
tracado_via;"Declive;Viaduto;Retorno Regulamentado";6;0.001
tracado_via;"Declive;Viaduto;Rotatória";6;0.001
tracado_via;"Retorno Regulamentado;Interseção de Vias;Aclive;Viaduto";6;0.001
tracado_via;"Reta;Interseção de Vias;Túnel";6;0.001
tracado_via;"Viaduto;Curva;Interseção de Vias";6;0.001
tracado_via;"Reta;Aclive;Interseção de Vias;Viaduto";6;0.001
tracado_via;"Curva;Rotatória;Viaduto";6;0.001
tracado_via;"Declive;Desvio Temporário";6;0.001
tracado_via;"Em Obras;Aclive;Viaduto;Reta";6;0.001
tracado_via;"Reta;Declive;Rotatória";6;0.001
tracado_via;"Reta;Viaduto;Interseção de Vias;Declive";6;0.001
tracado_via;"Ponte;Interseção de Vias;Reta";6;0.001
tracado_via;"Interseção de Vias;Curva;Retorno Regulamentado;Declive";6;0.001
tracado_via;"Interseção de Vias;Viaduto;Retorno Regulamentado";6;0.001
tracado_via;"Em Obras;Rotatória;Reta";6;0.001
tracado_via;"Interseção de Vias;Declive;Rotatória;Curva";6;0.001
tracado_via;"Declive;Reta;Interseção de Vias;Retorno Regulamentado";6;0.001
tracado_via;"Declive;Viaduto;Interseção de Vias";5;0.0009
tracado_via;"Retorno Regulamentado;Curva;Interseção de Vias";5;0.0009
tracado_via;"Retorno Regulamentado;Rotatória;Viaduto";5;0.0009
tracado_via;"Retorno Regulamentado;Interseção de Vias;Viaduto;Rotatória;Declive";5;0.0009
tracado_via;"Reta;Viaduto;Retorno Regulamentado";5;0.0009
tracado_via;"Interseção de Vias;Retorno Regulamentado;Reta;Rotatória";5;0.0009
tracado_via;"Em Obras;Aclive;Curva";5;0.0009
tracado_via;"Em Obras;Desvio Temporário;Curva";5;0.0009
tracado_via;"Curva;Interseção de Vias;Aclive;Rotatória";5;0.0009
tracado_via;"Curva;Retorno Regulamentado;Viaduto";5;0.0009
tracado_via;"Desvio Temporário;Declive;Em Obras;Viaduto";5;0.0009
tracado_via;"Retorno Regulamentado;Reta;Interseção de Vias;Aclive";5;0.0009
tracado_via;"Curva;Retorno Regulamentado;Interseção de Vias";5;0.0009
tracado_via;"Aclive;Interseção de Vias;Retorno Regulamentado;Reta";5;0.0009
tracado_via;"Rotatória;Interseção de Vias;Declive";5;0.0009
tracado_via;"Túnel;Aclive;Reta";5;0.0009
tracado_via;"Retorno Regulamentado;Interseção de Vias;Reta;Rotatória";4;0.0007
tracado_via;"Declive;Interseção de Vias;Reta;Rotatória";4;0.0007
tracado_via;"Túnel;Declive;Curva";4;0.0007
tracado_via;"Aclive;Interseção de Vias;Viaduto";4;0.0007
tracado_via;"Ponte;Desvio Temporário;Em Obras";4;0.0007
tracado_via;"Viaduto;Aclive;Curva";4;0.0007
tracado_via;"Interseção de Vias;Túnel;Reta;Declive";4;0.0007
tracado_via;"Rotatória;Retorno Regulamentado;Viaduto";4;0.0007
tracado_via;"Retorno Regulamentado;Aclive;Em Obras";4;0.0007
tracado_via;"Em Obras;Desvio Temporário;Declive;Reta";4;0.0007
tracado_via;"Reta;Declive;Rotatória;Retorno Regulamentado";4;0.0007
tracado_via;"Retorno Regulamentado;Aclive";4;0.0007
tracado_via;"Reta;Retorno Regulamentado;Aclive;Rotatória";4;0.0007
tracado_via;"Retorno Regulamentado;Interseção de Vias;Aclive;Reta;Rotatória";4;0.0007
tracado_via;"Em Obras;Rotatória;Interseção de Vias;Viaduto";4;0.0007
tracado_via;"Desvio Temporário;Em Obras;Reta;Declive";4;0.0007
tracado_via;"Em Obras;Túnel;Reta";4;0.0007
tracado_via;"Declive;Rotatória;Viaduto";4;0.0007
tracado_via;"Em Obras;Viaduto;Reta";4;0.0007
tracado_via;"Reta;Declive;Interseção de Vias;Em Obras";4;0.0007
tracado_via;"Curva;Interseção de Vias;Em Obras;Desvio Temporário";4;0.0007
tracado_via;"Retorno Regulamentado;Reta;Interseção de Vias;Rotatória;Em Obras";4;0.0007
tracado_via;"Retorno Regulamentado;Interseção de Vias;Desvio Temporário;Em Obras;Reta";4;0.0007
tracado_via;"Interseção de Vias;Aclive;Viaduto;Reta";4;0.0007
tracado_via;"Retorno Regulamentado;Curva;Túnel;Viaduto";4;0.0007
tracado_via;"Desvio Temporário;Reta;Declive";4;0.0007
tracado_via;"Interseção de Vias;Em Obras;Reta;Ponte";4;0.0007
tracado_via;"Declive;Interseção de Vias;Curva";4;0.0007
tracado_via;"Viaduto;Curva;Ponte";4;0.0007
tracado_via;"Rotatória;Interseção de Vias;Viaduto;Retorno Regulamentado";4;0.0007
tracado_via;"Declive;Rotatória;Interseção de Vias";4;0.0007
tracado_via;"Ponte;Viaduto";4;0.0007
tracado_via;"Retorno Regulamentado;Rotatória;Aclive;Reta";4;0.0007
tracado_via;"Viaduto;Rotatória;Retorno Regulamentado";3;0.0005
tracado_via;"Declive;Retorno Regulamentado;Interseção de Vias;Rotatória;Desvio Temporário";3;0.0005
tracado_via;"Desvio Temporário;Em Obras;Reta;Interseção de Vias;Retorno Regulamentado;Rotatória";3;0.0005
tracado_via;"Reta;Retorno Regulamentado;Viaduto";3;0.0005
tracado_via;"Interseção de Vias;Viaduto;Em Obras";3;0.0005
tracado_via;"Em Obras;Viaduto;Rotatória";3;0.0005
tracado_via;"Rotatória;Aclive;Curva";3;0.0005
tracado_via;"Rotatória;Reta;Retorno Regulamentado";3;0.0005
tracado_via;"Desvio Temporário;Em Obras;Rotatória";3;0.0005
tracado_via;"Declive;Reta;Túnel";3;0.0005
tracado_via;"Interseção de Vias;Retorno Regulamentado;Em Obras;Curva";3;0.0005
tracado_via;"Curva;Aclive;Desvio Temporário;Em Obras";3;0.0005
tracado_via;"Curva;Viaduto;Rotatória";3;0.0005
tracado_via;"Em Obras;Curva;Rotatória";3;0.0005
tracado_via;"Em Obras;Retorno Regulamentado";3;0.0005
tracado_via;"Reta;Aclive;Em Obras;Desvio Temporário";3;0.0005
tracado_via;"Desvio Temporário;Declive;Curva";3;0.0005
tracado_via;"Reta;Em Obras;Viaduto";3;0.0005
tracado_via;"Interseção de Vias;Rotatória;Aclive";3;0.0005
tracado_via;"Retorno Regulamentado;Interseção de Vias;Viaduto;Curva";3;0.0005
tracado_via;"Ponte;Em Obras";3;0.0005
tracado_via;"Reta;Rotatória;Interseção de Vias;Em Obras";3;0.0005
tracado_via;"Retorno Regulamentado;Curva;Rotatória;Interseção de Vias";3;0.0005
tracado_via;"Desvio Temporário;Retorno Regulamentado;Em Obras";3;0.0005
tracado_via;"Interseção de Vias;Túnel;Curva";2;0.0003
tracado_via;"Em Obras;Interseção de Vias;Reta;Rotatória";2;0.0003
tracado_via;"Declive;Ponte;Curva";2;0.0003
tracado_via;"Declive;Curva;Interseção de Vias;Viaduto";2;0.0003
tracado_via;"Interseção de Vias;Rotatória;Viaduto;Retorno Regulamentado";2;0.0003
tracado_via;"Curva;Rotatória;Interseção de Vias;Viaduto";2;0.0003
tracado_via;"Desvio Temporário;Em Obras;Viaduto";2;0.0003
tracado_via;"Em Obras;Aclive;Desvio Temporário;Reta";2;0.0003
tracado_via;"Retorno Regulamentado;Viaduto;Rotatória";2;0.0003
tracado_via;"Curva;Desvio Temporário;Em Obras;Aclive";2;0.0003
tracado_via;"Declive;Curva;Desvio Temporário";2;0.0003
tracado_via;"Rotatória;Desvio Temporário;Reta;Em Obras";2;0.0003
tracado_via;"Desvio Temporário;Interseção de Vias";2;0.0003
tracado_via;"Reta;Ponte;Interseção de Vias";2;0.0003
tracado_via;"Curva;Interseção de Vias;Viaduto;Declive";2;0.0003
tracado_via;"Curva;Em Obras;Viaduto;Declive";2;0.0003
tracado_via;"Interseção de Vias;Retorno Regulamentado;Viaduto";2;0.0003
tracado_via;"Curva;Aclive;Retorno Regulamentado;Viaduto";2;0.0003
tracado_via;"Em Obras;Interseção de Vias;Desvio Temporário";2;0.0003
tracado_via;"Retorno Regulamentado;Curva;Rotatória";2;0.0003
tracado_via;"Interseção de Vias;Rotatória;Desvio Temporário";2;0.0003
tracado_via;"Reta;Interseção de Vias;Rotatória;Retorno Regulamentado";2;0.0003
tracado_via;"Curva;Rotatória;Interseção de Vias";2;0.0003
tracado_via;"Interseção de Vias;Reta;Viaduto;Retorno Regulamentado";2;0.0003
tracado_via;"Ponte;Em Obras;Reta;Declive";2;0.0003
tracado_via;"Reta;Aclive;Em Obras;Viaduto";2;0.0003
tracado_via;"Desvio Temporário;Em Obras;Aclive;Curva";2;0.0003
tracado_via;"Viaduto;Curva;Retorno Regulamentado;Declive";2;0.0003
tracado_via;"Declive;Interseção de Vias;Viaduto;Reta";2;0.0003
tracado_via;"Curva;Rotatória;Em Obras";2;0.0003
tracado_via;"Reta;Declive;Em Obras;Viaduto";2;0.0003
tracado_via;"Declive;Interseção de Vias;Retorno Regulamentado;Reta";2;0.0003
tracado_via;"Retorno Regulamentado;Desvio Temporário;Em Obras";2;0.0003
tracado_via;"Viaduto;Interseção de Vias;Curva";2;0.0003
tracado_via;"Viaduto;Retorno Regulamentado;Interseção de Vias";2;0.0003
tracado_via;"Reta;Interseção de Vias;Desvio Temporário;Em Obras";2;0.0003
tracado_via;"Rotatória;Interseção de Vias;Em Obras";2;0.0003
tracado_via;"Interseção de Vias;Curva;Viaduto";2;0.0003
tracado_via;"Desvio Temporário;Interseção de Vias;Curva;Em Obras";2;0.0003
tracado_via;"Declive;Interseção de Vias;Retorno Regulamentado";2;0.0003
tracado_via;"Aclive;Curva;Túnel";2;0.0003
tracado_via;"Interseção de Vias;Reta;Viaduto;Rotatória";2;0.0003
tracado_via;"Interseção de Vias;Reta;Aclive;Em Obras";2;0.0003
tracado_via;"Aclive;Em Obras;Curva";2;0.0003
tracado_via;"Viaduto;Reta;Interseção de Vias;Rotatória";2;0.0003
tracado_via;"Interseção de Vias;Declive;Reta;Rotatória";2;0.0003
tracado_via;"Retorno Regulamentado;Rotatória;Curva";2;0.0003
tracado_via;"Interseção de Vias;Viaduto;Rotatória;Curva";1;0.0002
tracado_via;"Em Obras;Viaduto;Desvio Temporário";1;0.0002
tracado_via;"Rotatória;Retorno Regulamentado;Declive;Viaduto;Curva";1;0.0002
tracado_via;"Retorno Regulamentado;Viaduto;Reta";1;0.0002
tracado_via;"Reta;Em Obras;Declive;Desvio Temporário;Ponte";1;0.0002
tracado_via;"Viaduto;Interseção de Vias;Ponte;Reta;Em Obras";1;0.0002
tracado_via;"Túnel;Interseção de Vias;Viaduto";1;0.0002
tracado_via;"Interseção de Vias;Curva;Rotatória;Viaduto";1;0.0002
tracado_via;"Desvio Temporário;Reta;Em Obras;Aclive";1;0.0002
tracado_via;"Desvio Temporário;Em Obras;Viaduto;Declive";1;0.0002
tracado_via;"Declive;Interseção de Vias;Viaduto;Curva";1;0.0002
tracado_via;"Em Obras;Desvio Temporário;Rotatória;Interseção de Vias;Viaduto";1;0.0002
tracado_via;"Interseção de Vias;Em Obras;Viaduto";1;0.0002
tracado_via;"Em Obras;Desvio Temporário;Retorno Regulamentado";1;0.0002
tracado_via;"Interseção de Vias;Rotatória;Declive;Curva";1;0.0002
tracado_via;"Retorno Regulamentado;Aclive;Viaduto;Curva";1;0.0002
tracado_via;"Em Obras;Aclive;Rotatória";1;0.0002
uso_solo;Não;358931;61.4597
uso_solo;Sim;225079;38.5403
tipo_veiculo;Automóvel;190205;32.5688
tipo_veiculo;Motocicleta;117267;20.0796
tipo_veiculo;Semireboque;49862;8.5379
tipo_veiculo;Caminhonete;49712;8.5122
tipo_veiculo;Caminhão-trator;42868;7.3403
tipo_veiculo;Caminhão;34135;5.8449
tipo_veiculo;Ônibus;26789;4.5871
tipo_veiculo;<AUSENTE>;18617;3.1878
tipo_veiculo;Camioneta;13737;2.3522
tipo_veiculo;Motoneta;11568;1.9808
tipo_veiculo;Utilitário;10269;1.7584
tipo_veiculo;Reboque;5801;0.9933
tipo_veiculo;Micro-ônibus;5365;0.9186
tipo_veiculo;Bicicleta;4960;0.8493
tipo_veiculo;Ciclomotor;1276;0.2185
tipo_veiculo;Outros;984;0.1685
tipo_veiculo;Trator de rodas;170;0.0291
tipo_veiculo;Carroça-charrete;149;0.0255
tipo_veiculo;Motor-casa;144;0.0247
tipo_veiculo;Triciclo;48;0.0082
tipo_veiculo;Trator de esteira;31;0.0053
tipo_veiculo;Carro de mão;28;0.0048
tipo_veiculo;Trator misto;9;0.0015
tipo_veiculo;Quadriciclo;9;0.0015
tipo_veiculo;Trem-bonde;5;0.0009
tipo_veiculo;Chassi-plataforma;2;0.0003
tipo_envolvido;Condutor;354002;60.6157
tipo_envolvido;Passageiro;154590;26.4704
tipo_envolvido;<AUSENTE>;56801;9.726
tipo_envolvido;Testemunha;11166;1.912
tipo_envolvido;Pedestre;7351;1.2587
tipo_envolvido;Cavaleiro;100;0.0171
estado_fisico;Ileso;218091;37.3437
estado_fisico;Lesões Leves;179140;30.6741
estado_fisico;Lesões Graves;66983;11.4695
estado_fisico;<AUSENTE>;56801;9.726
estado_fisico;Não Informado;35083;6.0073
estado_fisico;Óbito;27912;4.7794
sexo;Masculino;366839;62.8138
sexo;Feminino;124116;21.2524
sexo;<AUSENTE>;56801;9.726
sexo;Não Informado;35083;6.0073
sexo;Ignorado;1171;0.2005
ilesos;0;309118;52.9303
ilesos;1;218091;37.3437
ilesos;<AUSENTE>;56801;9.726
feridos_leves;0;348069;59.5998
feridos_leves;1;179140;30.6741
feridos_leves;<AUSENTE>;56801;9.726
feridos_graves;0;460226;78.8045
feridos_graves;1;66983;11.4695
feridos_graves;<AUSENTE>;56801;9.726
mortos;0;499297;85.4946
mortos;<AUSENTE>;56801;9.726
mortos;1;27912;4.7794
ordem_tipo_acidente;1;305947;52.3873
ordem_tipo_acidente;2;164011;28.0836
ordem_tipo_acidente;3;83292;14.2621
ordem_tipo_acidente;4;19862;3.401
ordem_tipo_acidente;5;6261;1.0721
ordem_tipo_acidente;6;2645;0.4529
ordem_tipo_acidente;7;1084;0.1856
ordem_tipo_acidente;8;504;0.0863
ordem_tipo_acidente;9;282;0.0483
ordem_tipo_acidente;10;86;0.0147
ordem_tipo_acidente;14;9;0.0015
ordem_tipo_acidente;13;9;0.0015
ordem_tipo_acidente;12;9;0.0015
ordem_tipo_acidente;11;9;0.0015
tipo_acidente;Colisão traseira;86904;14.8806
tipo_acidente;Tombamento;82415;14.1119
tipo_acidente;Queda de ocupante de veículo;74532;12.7621
tipo_acidente;Saída de leito carroçável;72590;12.4296
tipo_acidente;Colisão com objeto;46252;7.9197
tipo_acidente;Colisão transversal;44627;7.6415
tipo_acidente;Colisão lateral mesmo sentido;42226;7.2304
tipo_acidente;Colisão frontal;39227;6.7168
tipo_acidente;Capotamento;27569;4.7206
tipo_acidente;Colisão lateral sentido oposto;20924;3.5828
tipo_acidente;Atropelamento de Pedestre;15556;2.6637
tipo_acidente;Engavetamento;13152;2.252
tipo_acidente;Incêndio;6777;1.1604
tipo_acidente;Derramamento de carga;6188;1.0596
tipo_acidente;Atropelamento de Animal;3245;0.5556
tipo_acidente;Eventos atípicos;1808;0.3096
tipo_acidente;Sinistro pessoal de trânsito;18;0.0031
causa_acidente;Reação tardia ou ineficiente do condutor;83405;14.2814
causa_acidente;Ausência de reação do condutor;72798;12.4652
causa_acidente;Velocidade Incompatível;53646;9.1858
causa_acidente;Acessar a via sem observar a presença dos outros veículos;41956;7.1841
causa_acidente;Condutor deixou de manter distância do veículo da frente;40418;6.9208
causa_acidente;Manobra de mudança de faixa;31360;5.3698
causa_acidente;Ingestão de álcool pelo condutor;27041;4.6302
causa_acidente;Transitar na contramão;23072;3.9506
causa_acidente;Ultrapassagem Indevida;19304;3.3054
causa_acidente;Condutor Dormindo;17673;3.0261
causa_acidente;Demais falhas mecânicas ou elétricas;14125;2.4186
causa_acidente;Chuva;13796;2.3623
causa_acidente;Trafegar com motocicleta (ou similar) entre as faixas;12662;2.1681
causa_acidente;Desrespeitar a preferência no cruzamento;7591;1.2998
causa_acidente;Avarias e/ou desgaste excessivo no pneu;7223;1.2368
causa_acidente;Conversão proibida;6687;1.145
causa_acidente;Pista Escorregadia;6193;1.0604
causa_acidente;Iluminação deficiente;6069;1.0392
causa_acidente;Animais na Pista;5190;0.8887
causa_acidente;Frear bruscamente;5163;0.8841
causa_acidente;Acesso irregular;5066;0.8675
causa_acidente;Curva acentuada;4828;0.8267
causa_acidente;Acumulo de água sobre o pavimento;4573;0.783
causa_acidente;Mal súbito do condutor;4295;0.7354
causa_acidente;Ausência de sinalização;4180;0.7157
causa_acidente;Condutor usando celular;4040;0.6918
causa_acidente;Transitar no Acostamento;3883;0.6649
causa_acidente;Problema com o freio;3561;0.6097
causa_acidente;Carga excessiva e/ou mal acondicionada;3427;0.5868
causa_acidente;Falta de elemento de contenção que evite a saída do leito carroçável;3329;0.57
causa_acidente;Objeto estático sobre o leito carroçável;3125;0.5351
causa_acidente;Deficiência do Sistema de Iluminação/Sinalização;3064;0.5246
causa_acidente;Entrada inopinada do pedestre;2926;0.501
causa_acidente;Demais falhas na via;2795;0.4786
causa_acidente;Falta de acostamento;2792;0.4781
causa_acidente;Pedestre andava na pista;2431;0.4163
causa_acidente;Pedestre cruzava a pista fora da faixa;2284;0.3911
causa_acidente;Retorno proibido;2090;0.3579
causa_acidente;Pista esburacada;1932;0.3308
causa_acidente;Estacionar ou parar em local proibido;1874;0.3209
causa_acidente;Declive acentuado;1838;0.3147
causa_acidente;Acumulo de areia ou detritos sobre o pavimento;1683;0.2882
causa_acidente;Acostamento em desnível;1632;0.2794
causa_acidente;Condutor desrespeitou a iluminação vermelha do semáforo;1615;0.2765
causa_acidente;Suicídio (presumido);1532;0.2623
causa_acidente;Sinalização mal posicionada;1312;0.2247
causa_acidente;Neblina;1187;0.2032
causa_acidente;Afundamento ou ondulação no pavimento;1174;0.201
causa_acidente;Acumulo de óleo sobre o pavimento;1084;0.1856
causa_acidente;Ingestão de substâncias psicoativas pelo condutor;1017;0.1741
causa_acidente;Pedestre - Ingestão de álcool/ substâncias psicoativas;1015;0.1738
causa_acidente;Área urbana sem a presença de local apropriado para a travessia de pedestres;858;0.1469
causa_acidente;Restrição de visibilidade em curvas verticais;802;0.1373
causa_acidente;Demais Fenômenos da natureza;670;0.1147
causa_acidente;Desvio temporário;614;0.1051
causa_acidente;Restrição de visibilidade em curvas horizontais;613;0.105
causa_acidente;Problema na suspensão;546;0.0935
causa_acidente;Faixas de trânsito com largura insuficiente;448;0.0767
causa_acidente;Deixar de acionar o farol da motocicleta (ou similar);443;0.0759
causa_acidente;Participar de racha;398;0.0681
causa_acidente;Transtornos Mentais (exceto suicidio);380;0.0651
causa_acidente;Fumaça;261;0.0447
causa_acidente;Sistema de drenagem ineficiente;251;0.043
causa_acidente;Faróis desregulados;229;0.0392
causa_acidente;Redutor de velocidade em desacordo;223;0.0382
causa_acidente;Modificação proibida;78;0.0134
causa_acidente;Sinalização encoberta;73;0.0125
causa_acidente;Semáforo com defeito;71;0.0122
causa_acidente;Transitar na calçada;50;0.0086
causa_acidente;Condutor não acionou o farol baixo durante o dia em rodovias de pista simples;46;0.0079
regional;SPRF-MG;82277;14.0883
regional;SPRF-PR;70320;12.0409
regional;SPRF-SC;51786;8.8673
regional;SPRF-RS;36005;6.1651
regional;SPRF-BA;32552;5.5739
regional;SPRF-SP;32042;5.4865
regional;SPRF-RJ;31474;5.3893
regional;SPRF-MT;27306;4.6756
regional;SPRF-PE;25842;4.4249
regional;SPRF-GO;22368;3.8301
regional;SPRF-MS;19012;3.2554
regional;SPRF-RO;18762;3.2126
regional;SPRF-PI;18281;3.1303
regional;SPRF-PB;16214;2.7763
regional;SPRF-ES;16134;2.7626
regional;SPRF-DF;15518;2.6571
regional;SPRF-PA;14685;2.5145
regional;SPRF-MA;11745;2.0111
regional;SPRF-CE;10528;1.8027
regional;SPRF-RN;9123;1.5621
regional;SPRF-TO;7455;1.2765
regional;SPRF-SE;3787;0.6484
regional;SPRF-AL;3312;0.5671
regional;SPRF-AC;3134;0.5366
regional;SPRF-AP;1700;0.2911
regional;SPRF-AM;1393;0.2385
regional;SPRF-RR;1236;0.2116
regional;<AUSENTE>;16;0.0027
regional;UniPRF;3;0.0005
