id;data_inversa;horario;dia_semana;dia_semana_calculado;dia_semana_divergente;ano;mes;mes_nome;hora;faixa_horaria;fim_de_semana;uf;br;km;municipio;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;classificacao_acidente;qtd_pessoas;qtd_ilesos;qtd_feridos_leves;qtd_feridos_graves;qtd_feridos;qtd_mortos;qtd_estado_fisico_nao_informado;qtd_veiculos;qtd_causas_distintas;qtd_tipos_distintos;causa_principal_acidente;tipo_acidente_principal;latitude;longitude;regional;delegacia;uop;alvo_ausente;elegivel_modelo;motivo_inelegibilidade;entradas_ausentes
654535;2025-01-11;22:28:00;Sábado;Sábado;Não;2025;1;Janeiro;22;Noite;Sim;MA;222;669,1;ACAILANDIA;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Reta;Rural;Com Vítimas Fatais;1;0;0;0;0;1;0;1;4;2;Ingestão de álcool pelo condutor;Capotamento;-4,91158580;-47,41511612;SPRF-MA;DEL04-MA;UOP03-DEL04-MA;Não;Sim;;
