linha_origem;id;pesid;coluna;valor_original;motivo;acao
315563;707199;1575265;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
315564;707199;1575264;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
315565;707199;1575263;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
318702;707636;1576459;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
318706;707636;1576459;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
323753;708395;1578679;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332014;709523;1581216;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332015;709523;1581215;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332016;709523;1581214;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332017;709523;1581213;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332018;709523;1581212;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332019;709523;1581211;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332026;709523;1581204;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332027;709523;1581203;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332028;709523;1581202;idade;1024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332031;709523;1581199;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332032;709523;1581198;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332033;709523;1581197;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332034;709523;1581196;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332035;709523;1581195;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332036;709523;1581194;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332037;709523;1581193;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332039;709523;1581191;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332040;709523;1581190;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332041;709523;1581189;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332042;709523;1581188;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332046;709523;1581216;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332047;709523;1581215;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332048;709523;1581214;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332049;709523;1581213;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332050;709523;1581212;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332051;709523;1581211;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332058;709523;1581204;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332059;709523;1581203;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332060;709523;1581202;idade;1024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332063;709523;1581199;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332064;709523;1581198;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332065;709523;1581197;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332066;709523;1581196;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332067;709523;1581195;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332068;709523;1581194;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332069;709523;1581193;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332071;709523;1581191;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332072;709523;1581190;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332073;709523;1581189;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332074;709523;1581188;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332078;709523;1581216;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332079;709523;1581215;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332080;709523;1581214;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332081;709523;1581213;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332082;709523;1581212;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332083;709523;1581211;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332090;709523;1581204;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332091;709523;1581203;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332092;709523;1581202;idade;1024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332095;709523;1581199;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332096;709523;1581198;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332097;709523;1581197;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332098;709523;1581196;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332099;709523;1581195;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332100;709523;1581194;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332101;709523;1581193;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332103;709523;1581191;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332104;709523;1581190;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332105;709523;1581189;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332106;709523;1581188;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332110;709523;1581216;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332111;709523;1581215;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332112;709523;1581214;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332113;709523;1581213;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332114;709523;1581212;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332115;709523;1581211;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332122;709523;1581204;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332123;709523;1581203;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332124;709523;1581202;idade;1024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332127;709523;1581199;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332128;709523;1581198;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332129;709523;1581197;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332130;709523;1581196;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332131;709523;1581195;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332132;709523;1581194;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332133;709523;1581193;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332135;709523;1581191;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332136;709523;1581190;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332137;709523;1581189;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
332138;709523;1581188;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
337594;710258;1582998;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
337598;710258;1582998;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
337602;710258;1582998;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
340296;710561;1583727;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
342144;710839;1584678;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
342149;710839;1584678;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
342154;710839;1584678;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
342267;710856;1584347;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
342269;710856;1584347;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350847;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350848;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350881;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350882;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350915;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350916;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350949;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350950;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350983;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
350984;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
351017;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
351018;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
351051;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
351052;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
351085;712128;1587692;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
351086;712128;1587691;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
353517;712462;1588492;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
360734;713518;1591097;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
361601;713657;1591402;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
366690;714365;1592999;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
366692;714365;1592999;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
396079;718402;1602961;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
396081;718402;1602961;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
396083;718402;1602961;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
396085;718402;1602961;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
396087;718402;1602961;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
396089;718402;1602961;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
416873;721292;1613352;idade;1028;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
416876;721292;1613352;idade;1028;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
434409;723865;1616203;idade;225;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
434411;723865;1616203;idade;225;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
434413;723865;1616203;idade;225;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
434415;723865;1616203;idade;225;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464390;727783;1628065;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464391;727783;1628073;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464392;727783;1628070;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464393;727783;1628064;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464396;727783;1628065;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464397;727783;1628073;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464398;727783;1628070;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464399;727783;1628064;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464402;727783;1628065;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464403;727783;1628073;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464404;727783;1628070;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
464405;727783;1628064;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
485889;730523;1632466;idade;1025;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
485893;730523;1632466;idade;1025;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
485897;730523;1632466;idade;1025;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
485901;730523;1632466;idade;1025;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
504462;733053;1638689;idade;225;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
504770;733098;1638815;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
511285;734038;1641049;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
511286;734038;1641049;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
511287;734038;1641049;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
511288;734038;1641049;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
511289;734038;1641049;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
511290;734038;1641049;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
521076;735236;1644076;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
525933;735911;1645727;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
525940;735911;1645727;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
528030;736206;1646486;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
528034;736206;1646486;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
528038;736206;1646486;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
528042;736206;1646486;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
528046;736206;1646486;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
528050;736206;1646486;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
531746;736678;1647626;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
531748;736678;1647626;idade;914;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
541938;738105;1651098;idade;327;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
541943;738105;1651098;idade;327;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
541948;738105;1651098;idade;327;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
541953;738105;1651098;idade;327;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
549303;739078;1653353;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
549305;739078;1653353;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
553194;739595;1654629;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
555796;739927;1655640;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
555799;739927;1655640;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
555838;739939;1655564;idade;125;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
566487;741214;1659020;idade;124;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
570588;741755;1663136;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
570589;741755;1663135;idade;1924;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
579477;743841;1666174;idade;2024;idade fora do intervalo plausivel 0-120;"valor convertido em ausencia; registro mantido na base"
